"Time / Date",Username,Action,"List of Data Changes OR Fields Exported",Record
"2026-05-06 07:26",iruomalove@gmail.com,"Manage/Design ","Create project field",
"2026-05-06 07:24",iruomalove@gmail.com,"Manage/Design ","Edit project field",
"2026-05-06 07:23",iruomalove@gmail.com,"Manage/Design ","Create project field",
"2026-05-06 07:19",iruomalove@gmail.com,"Manage/Design ","Create project field",
"2026-05-06 07:17",iruomalove@gmail.com,"Manage/Design ","Add/edit branching logic",
"2026-05-06 07:15",iruomalove@gmail.com,"Manage/Design ","Create project field",
"2026-05-06 07:14",iruomalove@gmail.com,"Manage/Design ","Edit project field",
"2026-05-06 07:14",iruomalove@gmail.com,"Manage/Design ","Create project field",
"2026-05-06 07:06",iruomalove@gmail.com,"Manage/Design ","Add/edit branching logic",
"2026-05-06 07:05",iruomalove@gmail.com,"Manage/Design ","Edit project field",
"2026-05-06 07:03",iruomalove@gmail.com,"Manage/Design ","Edit project field",
"2026-05-06 07:02",iruomalove@gmail.com,"Manage/Design ","Create project field",
"2026-05-06 07:00",iruomalove@gmail.com,"Manage/Design ","Edit project field",
"2026-05-06 06:59",iruomalove@gmail.com,"Manage/Design ","Edit project field",
"2026-05-06 06:51",iruomalove@gmail.com,"Manage/Design ","Add/edit branching logic",
"2026-05-06 06:50",iruomalove@gmail.com,"Manage/Design ","Create project field",
"2026-05-06 06:47",iruomalove@gmail.com,"Manage/Design ","Edit project field",
"2026-05-06 06:45",iruomalove@gmail.com,"Manage/Design ","Create project field",
"2026-05-06 06:43",iruomalove@gmail.com,"Manage/Design ","Create project field",
"2026-05-06 06:40",iruomalove@gmail.com,"Manage/Design ","Create project field",
"2026-05-06 06:37",iruomalove@gmail.com,"Manage/Design ","Edit project field",
"2026-05-06 06:36",iruomalove@gmail.com,"Manage/Design ","Create project field",
"2026-05-06 06:33",iruomalove@gmail.com,"Manage/Design ","Edit project field",
"2026-05-06 06:32",iruomalove@gmail.com,"Manage/Design ","Edit project field",
"2026-05-06 06:30",iruomalove@gmail.com,"Manage/Design ","Create project field",
"2026-05-06 06:27",iruomalove@gmail.com,"Manage/Design ","Create project field",
"2026-05-06 06:18",iruomalove@gmail.com,"Manage/Design ","Edit project field",
"2026-05-06 06:17",iruomalove@gmail.com,"Manage/Design ","Edit project field",
"2026-05-06 06:15",iruomalove@gmail.com,"Manage/Design ","Create project field",
"2026-05-06 06:13",iruomalove@gmail.com,"Manage/Design ","Create project field",
"2026-05-06 06:11",iruomalove@gmail.com,"Manage/Design ","Rename data collection instrument",
"2026-05-06 06:11",iruomalove@gmail.com,"Manage/Design ","Create data collection instrument",
"2026-05-04 08:52",iruomalove@gmail.com,"Manage/Design ","Edit project field",
"2026-05-04 08:51",iruomalove@gmail.com,"Manage/Design ","Add/edit branching logic",
"2026-05-04 08:49",iruomalove@gmail.com,"Manage/Design ","Add/edit branching logic",
"2026-05-04 08:49",iruomalove@gmail.com,"Manage/Design ","Create project field",
"2026-05-04 08:47",iruomalove@gmail.com,"Manage/Design ","Edit project field",
"2026-05-04 08:45",iruomalove@gmail.com,"Manage/Design ","Edit project field",
"2026-05-04 08:45",iruomalove@gmail.com,"Manage/Design ","Edit project field",
"2026-05-04 08:44",iruomalove@gmail.com,"Manage/Design ","Edit project field",
"2026-05-04 08:44",iruomalove@gmail.com,"Manage/Design ","Edit project field",
"2026-05-04 08:43",iruomalove@gmail.com,"Manage/Design ","Edit project field",
"2026-05-04 08:43",iruomalove@gmail.com,"Manage/Design ","Create project field",
"2026-05-04 08:42",iruomalove@gmail.com,"Manage/Design ","Create project field",
"2026-05-04 08:38",iruomalove@gmail.com,"Manage/Design ","Create project field",
"2026-05-04 08:32",iruomalove@gmail.com,"Manage/Design ","Edit project field",
"2026-05-04 08:31",iruomalove@gmail.com,"Manage/Design ","Create project field",
"2026-05-04 08:27",iruomalove@gmail.com,"Manage/Design ","Edit project field",
"2026-05-04 08:25",iruomalove@gmail.com,"Manage/Design ","Create project field",
"2026-05-04 08:23",iruomalove@gmail.com,"Manage/Design ","Edit project field",
"2026-05-04 08:20",iruomalove@gmail.com,"Manage/Design ","Copy project field(s)",
"2026-05-04 08:20",iruomalove@gmail.com,"Manage/Design ","Edit project field",
"2026-05-04 08:12",iruomalove@gmail.com,"Manage/Design ","Create project field",
"2026-05-04 08:09",iruomalove@gmail.com,"Manage/Design ","Add/edit branching logic",
"2026-05-04 08:07",iruomalove@gmail.com,"Manage/Design ","Edit project field",
"2026-05-04 08:06",iruomalove@gmail.com,"Manage/Design ","Create project field",
"2026-05-04 08:04",iruomalove@gmail.com,"Manage/Design ","Create project field",
"2026-05-04 07:44",iruomalove@gmail.com,"Manage/Design ","Add/edit branching logic",
"2026-05-04 07:32",iruomalove@gmail.com,"Manage/Design ","Edit project field",
"2026-05-04 07:31",iruomalove@gmail.com,"Manage/Design ","Edit project field",
"2026-05-04 07:30",iruomalove@gmail.com,"Manage/Design ","Edit project field",
"2026-05-04 07:21",iruomalove@gmail.com,"Manage/Design ","Move project field",
"2026-05-04 07:20",iruomalove@gmail.com,"Manage/Design ","Copy project field(s)",
"2026-05-04 07:20",iruomalove@gmail.com,"Manage/Design ","Move project field",
"2026-05-04 07:19",iruomalove@gmail.com,"Manage/Design ","Copy project field(s)",
"2026-05-04 07:14",iruomalove@gmail.com,"Manage/Design ","Edit project field",
"2026-05-04 07:13",iruomalove@gmail.com,"Manage/Design ","Move project field",
"2026-05-04 07:12",iruomalove@gmail.com,"Manage/Design ","Create project field",
"2026-05-04 07:07",iruomalove@gmail.com,"Manage/Design ","Edit project field",
"2026-05-04 07:06",iruomalove@gmail.com,"Manage/Design ","Add/edit branching logic",
"2026-05-04 07:05",iruomalove@gmail.com,"Manage/Design ","Create project field",
"2026-05-04 07:02",iruomalove@gmail.com,"Manage/Design ","Create project field",
"2026-05-04 06:53",iruomalove@gmail.com,"Manage/Design ","Create project field",
"2026-05-04 06:51",iruomalove@gmail.com,"Manage/Design ","Edit project field",
"2026-05-04 06:50",iruomalove@gmail.com,"Manage/Design ","Create project field",
"2026-05-04 06:49",iruomalove@gmail.com,"Manage/Design ","Edit project field",
"2026-05-04 06:49",iruomalove@gmail.com,"Manage/Design ","Edit project field",
"2026-05-04 06:49",iruomalove@gmail.com,"Manage/Design ","Create project field",
"2026-05-04 06:42",iruomalove@gmail.com,"Manage/Design ","Edit project field",
"2026-05-04 06:41",iruomalove@gmail.com,"Manage/Design ","Edit project field",
"2026-05-04 06:40",iruomalove@gmail.com,"Manage/Design ","Edit project field",
"2026-05-04 06:39",iruomalove@gmail.com,"Manage/Design ","Create project field",
"2026-05-04 06:34",iruomalove@gmail.com,"Manage/Design ","Edit project field",
"2026-05-04 06:33",iruomalove@gmail.com,"Manage/Design ","Edit project field",
"2026-05-04 06:32",iruomalove@gmail.com,"Manage/Design ","Edit project field",
"2026-05-04 06:31",iruomalove@gmail.com,"Manage/Design ","Copy project field(s)",
"2026-05-04 06:30",iruomalove@gmail.com,"Manage/Design ","Create project field",
"2026-05-04 06:05",iruomalove@gmail.com,"Manage/Design ","Create project field",
"2026-05-04 06:01",iruomalove@gmail.com,"Manage/Design ","Create project field",
"2026-05-04 05:58",iruomalove@gmail.com,"Manage/Design ","Create project field",
"2026-05-04 05:52",iruomalove@gmail.com,"Manage/Design ","Edit project field",
"2026-05-04 05:51",iruomalove@gmail.com,"Manage/Design ","Edit project field",
"2026-05-04 05:51",iruomalove@gmail.com,"Manage/Design ","Create project field",
"2026-05-04 05:44",iruomalove@gmail.com,"Manage/Design ","Create data collection instrument",
"2026-05-02 09:39",iruomalove@gmail.com,"Manage/Design ","Edit project field",
"2026-05-02 09:38",iruomalove@gmail.com,"Manage/Design ","Edit project field",
"2026-05-02 09:38",iruomalove@gmail.com,"Manage/Design ","Edit project field",
"2026-05-02 09:35",iruomalove@gmail.com,"Manage/Design ","Edit project field",
"2026-05-02 09:33",iruomalove@gmail.com,"Manage/Design ","Add/edit branching logic",
"2026-05-02 09:31",iruomalove@gmail.com,"Manage/Design ","Create project field",
"2026-05-02 09:27",iruomalove@gmail.com,"Manage/Design ","Edit project field",
"2026-05-02 09:26",iruomalove@gmail.com,"Manage/Design ","Edit project field",
"2026-05-02 09:25",iruomalove@gmail.com,"Manage/Design ","Edit project field",
"2026-05-02 09:25",iruomalove@gmail.com,"Manage/Design ","Edit project field",
"2026-05-02 09:24",iruomalove@gmail.com,"Manage/Design ","Edit project field",
"2026-05-02 09:23",iruomalove@gmail.com,"Manage/Design ","Edit project field",
"2026-05-02 09:22",iruomalove@gmail.com,"Manage/Design ","Edit project field",
"2026-05-02 09:22",iruomalove@gmail.com,"Manage/Design ","Edit project field",
"2026-05-02 09:21",iruomalove@gmail.com,"Manage/Design ","Edit project field",
"2026-05-02 09:21",iruomalove@gmail.com,"Manage/Design ","Edit project field",
"2026-05-02 09:20",iruomalove@gmail.com,"Manage/Design ","Edit project field",
"2026-05-02 09:20",iruomalove@gmail.com,"Manage/Design ","Edit project field",
"2026-05-02 09:19",iruomalove@gmail.com,"Manage/Design ","Edit project field",
"2026-05-02 09:09",iruomalove@gmail.com,"Manage/Design ","Add/edit branching logic",
"2026-05-02 09:08",iruomalove@gmail.com,"Manage/Design ","Create project field",
"2026-05-02 09:01",iruomalove@gmail.com,"Manage/Design ","Create project field",
"2026-05-02 08:58",iruomalove@gmail.com,"Manage/Design ","Edit project field",
"2026-05-02 08:57",iruomalove@gmail.com,"Manage/Design ","Edit project field",
"2026-05-02 08:57",iruomalove@gmail.com,"Manage/Design ","Edit project field",
"2026-05-02 08:57",iruomalove@gmail.com,"Manage/Design ","Edit project field",
"2026-05-02 08:56",iruomalove@gmail.com,"Manage/Design ","Edit project field",
"2026-05-02 08:56",iruomalove@gmail.com,"Manage/Design ","Edit project field",
"2026-05-02 08:56",iruomalove@gmail.com,"Manage/Design ","Edit project field",
"2026-05-02 08:55",iruomalove@gmail.com,"Manage/Design ","Edit project field",
"2026-05-02 08:55",iruomalove@gmail.com,"Manage/Design ","Edit project field",
"2026-05-02 08:53",iruomalove@gmail.com,"Manage/Design ","Edit project field",
"2026-05-02 08:50",iruomalove@gmail.com,"Manage/Design ","Edit project field",
"2026-05-02 08:48",iruomalove@gmail.com,"Manage/Design ","Edit project field",
"2026-05-02 08:47",iruomalove@gmail.com,"Manage/Design ","Add/edit branching logic",
"2026-05-02 08:44",iruomalove@gmail.com,"Manage/Design ","Edit project field",
"2026-05-02 08:41",iruomalove@gmail.com,"Manage/Design ","Edit project field",
"2026-05-02 08:40",iruomalove@gmail.com,"Manage/Design ","Edit project field",
"2026-05-02 08:38",iruomalove@gmail.com,"Manage/Design ","Edit project field",
"2026-05-02 08:34",iruomalove@gmail.com,"Manage/Design ","Edit project field",
"2026-05-02 08:30",iruomalove@gmail.com,"Manage/Design ","Copy project field(s)",
"2026-05-02 08:30",iruomalove@gmail.com,"Manage/Design ","Copy project field(s)",
"2026-05-02 08:30",iruomalove@gmail.com,"Manage/Design ","Copy project field(s)",
"2026-05-02 08:30",iruomalove@gmail.com,"Manage/Design ","Copy project field(s)",
"2026-05-02 08:30",iruomalove@gmail.com,"Manage/Design ","Copy project field(s)",
"2026-05-02 08:30",iruomalove@gmail.com,"Manage/Design ","Copy project field(s)",
"2026-05-02 08:30",iruomalove@gmail.com,"Manage/Design ","Copy project field(s)",
"2026-05-02 08:29",iruomalove@gmail.com,"Manage/Design ","Copy project field(s)",
"2026-05-02 08:29",iruomalove@gmail.com,"Manage/Design ","Edit project field",
"2026-05-02 08:24",iruomalove@gmail.com,"Manage/Design ","Create project field",
"2026-05-02 08:13",iruomalove@gmail.com,"Manage/Design ","Edit project field",
"2026-05-02 08:11",iruomalove@gmail.com,"Manage/Design ","Edit project field",
"2026-05-02 08:10",iruomalove@gmail.com,"Manage/Design ","Edit project field",
"2026-05-02 08:05",iruomalove@gmail.com,"Manage/Design ","Edit project field",
"2026-05-02 08:05",iruomalove@gmail.com,"Manage/Design ","Edit project field",
"2026-05-02 08:04",iruomalove@gmail.com,"Manage/Design ","Edit project field",
"2026-05-02 07:58",iruomalove@gmail.com,"Manage/Design ","Edit project field",
"2026-05-02 07:58",iruomalove@gmail.com,"Manage/Design ","Edit project field",
"2026-05-02 07:58",iruomalove@gmail.com,"Manage/Design ","Edit project field",
"2026-05-02 07:56",iruomalove@gmail.com,"Manage/Design ","Copy project field(s)",
"2026-05-02 07:56",iruomalove@gmail.com,"Manage/Design ","Copy project field(s)",
"2026-05-02 07:55",iruomalove@gmail.com,"Manage/Design ","Copy project field(s)",
"2026-05-02 07:55",iruomalove@gmail.com,"Manage/Design ","Copy project field(s)",
"2026-05-02 07:55",iruomalove@gmail.com,"Manage/Design ","Copy project field(s)",
"2026-05-02 07:55",iruomalove@gmail.com,"Manage/Design ","Copy project field(s)",
"2026-05-02 07:55",iruomalove@gmail.com,"Manage/Design ","Edit project field",
"2026-05-02 07:52",iruomalove@gmail.com,"Manage/Design ","Edit project field",
"2026-05-02 07:39",iruomalove@gmail.com,"Manage/Design ","Create project field",
"2026-05-01 14:46",iruomalove@gmail.com,"Manage/Design ","Create project field",
"2026-05-01 14:35",iruomalove@gmail.com,"Manage/Design ","Edit project field",
"2026-05-01 14:31",iruomalove@gmail.com,"Manage/Design ","Create project field",
"2026-05-01 14:29",iruomalove@gmail.com,"Manage/Design ","Create project field",
"2026-05-01 14:27",iruomalove@gmail.com,"Manage/Design ","Create project field",
"2026-05-01 14:24",iruomalove@gmail.com,"Manage/Design ","Create project field",
"2026-05-01 14:15",iruomalove@gmail.com,"Manage/Design ","Create project field",
"2026-05-01 14:13",iruomalove@gmail.com,"Manage/Design ","Create project field",
"2026-05-01 14:11",iruomalove@gmail.com,"Manage/Design ","Edit project field",
"2026-05-01 14:10",iruomalove@gmail.com,"Manage/Design ","Create project field",
"2026-05-01 13:58",iruomalove@gmail.com,"Manage/Design ","Create project field",
"2026-05-01 13:54",iruomalove@gmail.com,"Manage/Design ","Create project field",
"2026-05-01 12:51",iruomalove@gmail.com,"Manage/Design ","Create project field",
"2026-05-01 12:44",iruomalove@gmail.com,"Manage/Design ","Disable auto variable naming",
"2026-05-01 12:32",iruomalove@gmail.com,"Manage/Design ","Rename data collection instrument",
"2026-05-01 12:32",iruomalove@gmail.com,"Manage/Design ","Rename data collection instrument",
"2026-05-01 12:16",iruomalove@gmail.com,"Manage/Design ","Modify project settings",
"2026-05-01 12:16",iruomalove@gmail.com,"Manage/Design ","Modify project settings",
"2026-05-01 12:16",iruomalove@gmail.com,"Manage/Design ","Modify project settings",
"2026-05-01 09:51",iruomalove@gmail.com,"Add user iruomalove@gmail.com","user = 'iruomalove@gmail.com'",iruomalove@gmail.com
"2026-05-01 09:51",iruomalove@gmail.com,"Manage/Design ","Create project",
